-1.672244810890453071e-01,-1.158276890907008611e-01,-8.970283355816750792e-02,-7.904403439580548474e-02,-7.292082350562364979e-02,-7.033532427143922294e-02,-7.065387453135688056e-02,-6.790374411282457112e-02,-6.558815009281564190e-02,-6.266772379269328064e-02,-6.236868452252301159e-02,-5.863345154459197184e-02,-5.663500979736634661e-02,-5.476230226064224965e-02,-5.324054614627597715e-02,-5.221792791493794217e-02,-5.144612111116639297e-02,-5.080124907160667169e-02,-5.024248464870556541e-02,-4.975530530252552514e-02,-4.933379453448800273e-02,-4.898324410895732450e-02,-4.876802675035394469e-02,-4.894641832202291376e-02,-4.981777784860851044e-02,-5.145692694168878256e-02,-5.389969249587790723e-02,-5.710324217229411498e-02,-5.892981539472202240e-02,-5.483157043777379253e-02,-5.064826696265150446e-02,-4.881577374099404371e-02,-4.834373270911412890e-02,-4.838631864515172132e-02,-4.860698004571915171e-02,-4.891125269460538244e-02,-4.927806793157900322e-02,-4.970571049363060878e-02,-5.019752877533836810e-02,-5.075872662762690585e-02,-5.139600391935864043e-02,-5.211757530082954115e-02,-5.293382116460754877e-02,-5.385778711171410049e-02,-5.421336579544714512e-02
-1.672553002035759850e-01,-1.158273981509684580e-01,-8.971068971800612302e-02,-7.906908100508930337e-02,-7.295597069123459233e-02,-7.037012709915715925e-02,-7.064123474399784663e-02,-6.787663650789932390e-02,-6.556103724090175944e-02,-6.266629092050425565e-02,-6.234326626330469190e-02,-5.863335437641294806e-02,-5.665362368905515339e-02,-5.478772482122786641e-02,-5.327784157464975773e-02,-5.226119786838727410e-02,-5.149129311964192185e-02,-5.084693943036416169e-02,-5.028831787371130374e-02,-4.980119469186812531e-02,-4.937973019782995743e-02,-4.902924651295637731e-02,-4.881420207087667357e-02,-4.899319635920553612e-02,-4.986596492052486340e-02,-5.150714080190363364e-02,-5.394994302165748157e-02,-5.712789147253845984e-02,-5.880077085564490436e-02,-5.467259448974576969e-02,-5.058820864299523601e-02,-4.882261767465716218e-02,-4.837901532343844013e-02,-4.843057383551777062e-02,-4.865371676316176258e-02,-4.895873186598621862e-02,-4.932587936753773245e-02,-4.975377458267557507e-02,-5.024584450767979188e-02,-5.080731256154906450e-02,-5.144488471038421995e-02,-5.216677922697655900e-02,-5.298337956318475983e-02,-5.390773470361774622e-02,-5.426345984228082148e-02
-1.673201329325926245e-01,-1.158270773762651445e-01,-8.972756867592265873e-02,-7.912135391657465489e-02,-7.302899319464727090e-02,-7.044194464230542352e-02,-7.061432190458563629e-02,-6.782210967522006584e-02,-6.550613675303368355e-02,-6.266449950936049673e-02,-6.229116533422831420e-02,-5.863485743846776760e-02,-5.669264528805802172e-02,-5.484111081373448104e-02,-5.335557098847065749e-02,-5.235098005895897494e-02,-5.158487795180104890e-02,-5.094155451025789150e-02,-5.038321585656694440e-02,-4.989620401109545744e-02,-4.947483163635908038e-02,-4.912448102665199767e-02,-4.890978165405455297e-02,-4.908997871612541530e-02,-4.996554892433484329e-02,-5.161066521340827717e-02,-5.405268154521607193e-02,-5.717267384992987672e-02,-5.852419718833746370e-02,-5.435291977237127758e-02,-5.047177617300124819e-02,-4.884080716370858138e-02,-4.845344199701691335e-02,-4.852251093324975312e-02,-4.875046215234422886e-02,-4.905691704925610463e-02,-4.942471592045477591e-02,-4.985311141925161116e-02,-5.034568138313431918e-02,-5.090768673993412846e-02,-5.154584518721503500e-02,-5.226838201049673754e-02,-5.308568651456657683e-02,-5.401081401550070216e-02,-5.436682950317246049e-02
-1.674190223461702598e-01,-1.158266501032763074e-01,-8.975361190303331183e-02,-7.920118224438463250e-02,-7.314018854553291926e-02,-7.055014955143805444e-02,-7.057009065128844183e-02,-6.774112759638789560e-02,-6.542363652158035559e-02,-6.266332938296063915e-02,-6.221124961485862553e-02,-5.863999150200345511e-02,-5.675233355237526561e-02,-5.492348240952409782e-02,-5.347462087704654005e-02,-5.248770311106838726e-02,-5.172709083761068555e-02,-5.108523971972608185e-02,-5.052730384546171016e-02,-5.004045293436552161e-02,-4.961921679457357431e-02,-4.926906459935184723e-02,-4.905488105035613750e-02,-4.923687651675638655e-02,-5.011661254288027334e-02,-5.176737960306406622e-02,-5.420621147050236344e-02,-5.722399075377073568e-02,-5.807776577855251754e-02,-5.388537841987692950e-02,-5.031147837024858849e-02,-4.887715470338747925e-02,-4.856954737657055710e-02,-4.866291982971023694e-02,-4.889748010620155461e-02,-4.920593211061348449e-02,-4.957466404021004802e-02,-5.000379493480661131e-02,-5.049710624825731048e-02,-5.105990965256047842e-02,-5.169893900914625251e-02,-5.242242954824315876e-02,-5.324077881105292176e-02,-5.416705077012923947e-02,-5.452349593311359849e-02
-1.675520342435648791e-01,-1.158260020105876115e-01,-8.978903436331554799e-02,-7.930906651629124338e-02,-7.329000050325776283e-02,-7.069369334579278519e-02,-7.050409481402368506e-02,-6.763509778012664897e-02,-6.531392630539847866e-02,-6.266413539568729818e-02,-6.210208716649470023e-02,-5.865174966527720440e-02,-5.683307713961201907e-02,-5.503642264454527977e-02,-5.363628986674461724e-02,-5.267198500148712048e-02,-5.191824626806505055e-02,-5.127821251831427701e-02,-5.072077174761187995e-02,-5.023412383262810393e-02,-4.981306565406225240e-02,-4.946317568161792688e-02,-4.924967623325800931e-02,-4.943405711437078021e-02,-5.031926859820171766e-02,-5.197701020608198191e-02,-5.440726276533483508e-02,-5.725726047651874540e-02,-5.743430672150738603e-02,-5.329033696285930682e-02,-5.012557713049145547e-02,-4.894108804890537345e-02,-4.873069520730399090e-02,-4.885283362668167706e-02,-4.909512467280200548e-02,-4.940595340220476500e-02,-4.977585234560605310e-02,-5.020593690973092216e-02,-5.070022055874148087e-02,-5.126407310244739807e-02,-5.190424747950649065e-02,-5.262899115352423496e-02,-5.344871163881362991e-02,-5.437648287033883254e-02,-5.473348986622073031e-02
-1.677192573278802334e-01,-1.158249819268165060e-01,-8.983412586716432724e-02,-7.944568160621844066e-02,-7.347900957481351414e-02,-7.087097259264230065e-02,-7.041072866551247034e-02,-6.750579503978648699e-02,-6.517772957291390057e-02,-6.266847272812432756e-02,-6.196230327402285631e-02,-5.867397708785746652e-02,-5.693540877913723375e-02,-5.518210947826209661e-02,-5.384223424324514201e-02,-5.290459766632196748e-02,-5.215874511893616589e-02,-5.152075898662074327e-02,-5.096387383020688916e-02,-5.047746239471868207e-02,-5.005662106677940398e-02,-4.970705498124695226e-02,-4.949440376677214509e-02,-4.968174107235120290e-02,-5.057363753264541156e-02,-5.223897131881841821e-02,-5.464978808062191662e-02,-5.723146666010106576e-02,-5.657102496802352692e-02,-5.259627873405603449e-02,-4.993714900002812346e-02,-4.904362163714889866e-02,-4.894058980661453867e-02,-4.909337156597535362e-02,-4.934379744840338561e-02,-4.965719903571147453e-02,-5.002844889832523678e-02,-5.045968606401309009e-02,-5.095515976256551061e-02,-5.152029949726855823e-02,-5.216187861628894529e-02,-5.288815830674604979e-02,-5.370955686235032861e-02,-5.463915796006202363e-02,-5.499684882436305794e-02
-1.679208034423347318e-01,-1.158234029230018197e-01,-8.988925291967950204e-02,-7.961188060274840272e-02,-7.370791839456278249e-02,-7.107962969209896675e-02,-7.028361725891803247e-02,-6.735523552104362432e-02,-6.501627926008247960e-02,-6.267782929487308863e-02,-6.179106641986799320e-02,-5.871119972757666422e-02,-5.706005356291304897e-02,-5.536334270621059983e-02,-5.409439332404396283e-02,-5.318642449236698350e-02,-5.244906022068845930e-02,-5.181323034207394040e-02,-5.125692870471502266e-02,-5.077077858342217420e-02,-5.035018989951896978e-02,-5.000100642148793545e-02,-4.978936064702830372e-02,-4.998019580938658363e-02,-5.087980233490602827e-02,-5.255204576204906830e-02,-5.492258579554679110e-02,-5.708206422383669404e-02,-5.548115209485066091e-02,-5.183981222714219295e-02,-4.977262826244309435e-02,-4.919609141512294032e-02,-4.920276236264537612e-02,-4.938558891478539437e-02,-4.964390925004643490e-02,-4.995991960318584696e-02,-5.033265882511313294e-02,-5.076522712402506410e-02,-5.126209250779061727e-02,-5.182874086315777257e-02,-5.247196583413134968e-02,-5.320004286519824238e-02,-5.402340053489184529e-02,-5.495512982805665636e-02,-5.531361297609293376e-02
-1.681568078694739010e-01,-1.158210437005262744e-01,-8.995486109351270854e-02,-7.980869954441860425e-02,-7.397752991817774237e-02,-7.131626989693183594e-02,-7.011619150374323595e-02,-6.718548669157649311e-02,-6.483153078605677355e-02,-6.269323771822851721e-02,-6.158868235535708974e-02,-5.876837762700721363e-02,-5.720803131558586246e-02,-5.558354728203866030e-02,-5.439489579399481300e-02,-5.351841482348616841e-02,-5.278972236872377793e-02,-5.215604012346441998e-02,-5.160031983082351281e-02,-5.111444799792735222e-02,-5.069414449592161975e-02,-5.034539821009603039e-02,-5.013490323015713790e-02,-5.032972227728242653e-02,-5.123771687450357631e-02,-5.291373014095615557e-02,-5.520463856144617459e-02,-5.671600999558102513e-02,-5.418387878801853019e-02,-5.106478304967004833e-02,-4.965974456771168194e-02,-4.940880967312389488e-02,-4.952013085149069294e-02,-4.973036606024463374e-02,-4.999585465513349536e-02,-5.031439243642627651e-02,-5.068872275951304823e-02,-5.112277994947284770e-02,-5.162121966341634560e-02,-5.218957753587273596e-02,-5.283466616353758166e-02,-5.356477461152980152e-02,-5.439033942982580278e-02,-5.532445329272130119e-02,-5.568381920135413721e-02
-1.684274296950436511e-01,-1.158176502870851277e-01,-9.003147796446991924e-02,-8.003736291601877550e-02,-7.428871530416306102e-02,-7.157607187374187552e-02,-6.990245751348206360e-02,-6.699840460561831690e-02,-6.462639801211871038e-02,-6.271473788487043344e-02,-6.135724408331617169e-02,-5.885057385330971086e-02,-5.738082954155061810e-02,-5.584673399204980598e-02,-5.474595108240014329e-02,-5.390154028625786242e-02,-5.318130873893870542e-02,-5.254966269189596806e-02,-5.199449673610937600e-02,-5.150891369529428387e-02,-5.108892443969833413e-02,-5.074066381948235532e-02,-5.053144398567549489e-02,-5.073062670217522163e-02,-5.164701376033074831e-02,-5.331885357859476177e-02,-5.545615475118562121e-02,-5.601960763781683311e-02,-5.272756037185850897e-02,-5.032033690182509400e-02,-4.962490124582748935e-02,-4.968987002662779429e-02,-4.989472041480813580e-02,-5.012835712240978209e-02,-5.040000352339065598e-02,-5.072092016562992217e-02,-5.109691621257422128e-02,-5.153259870582561214e-02,-5.203277310705490405e-02,-5.260301645863273146e-02,-5.325015789695979052e-02,-5.398249795743450402e-02,-5.481047627330001143e-02,-5.574717699418402228e-02,-5.610749265395820889e-02
-1.687328522386242202e-01,-1.158129380534652364e-01,-9.011971665709750390e-02,-8.029928974770217387e-02,-7.464236672663454586e-02,-7.185226861724433589e-02,-6.963791822758437500e-02,-6.679530291005106313e-02,-6.440498868616831296e-02,-6.274067015803742875e-02,-6.110125283798256701e-02,-5.896254389455753836e-02,-5.758065137718978987e-02,-5.615739915870753690e-02,-5.514973360177417155e-02,-5.433675790046198217e-02,-5.362443535557784996e-02,-5.299463351416099088e-02,-5.243997707296384203e-02,-5.195468849188444871e-02,-5.153503855805358080e-02,-5.118730243978463629e-02,-5.097944327894270850e-02,-5.118315925608322298e-02,-5.210658652905537230e-02,-5.375657634595832485e-02,-5.560257896025751906e-02,-5.489445324068707027e-02,-5.118455968728760630e-02,-4.965792376361054250e-02,-4.969028455297899022e-02,-5.004436038161733102e-02,-5.032759272926595057e-02,-5.058000102884542548e-02,-5.085670835839787435e-02,-5.117983294254274673e-02,-5.155754963084363540e-02,-5.199497097537222889e-02,-5.249701419739528224e-02,-5.306928898250864307e-02,-5.371863749793472781e-02,-5.445336752208065900e-02,-5.528391317783554193e-02,-5.622333318454317275e-02,-5.658463469716504962e-02
